Date;Time;Global_active_power;Global_reactive_power;Voltage;Global_intensity;Sub_metering_1;Sub_metering_2;Sub_metering_3
27/12/2006;15:03:00;0.482;0.314;244.180;2.400;0.000;1.000;0.000
27/12/2006;16:43:00;0.248;0.068;247.320;1.000;0.000;0.000;0.000
27/12/2006;18:23:00;2.186;0.100;237.120;9.200;0.000;0.000;0.000
27/12/2006;20:03:00;2.404;0.000;241.300;10.000;0.000;0.000;18.000
27/12/2006;21:43:00;1.228;0.000;242.240;5.000;0.000;0.000;0.000
27/12/2006;23:23:00;0.372;0.228;246.730;1.800;0.000;1.000;0.000
28/12/2006;01:03:00;0.230;0.046;243.440;1.000;0.000;0.000;0.000
28/12/2006;02:43:00;0.242;0.072;249.150;1.000;0.000;0.000;0.000
28/12/2006;04:23:00;0.346;0.218;249.040;1.600;0.000;0.000;0.000
28/12/2006;06:03:00;0.348;0.206;247.300;1.600;0.000;0.000;0.000
28/12/2006;07:43:00;0.618;0.210;244.520;2.600;0.000;1.000;0.000
28/12/2006;09:23:00;3.600;0.000;240.560;14.800;39.000;0.000;17.000
28/12/2006;11:03:00;0.230;0.000;242.240;1.000;0.000;0.000;0.000
28/12/2006;12:43:00;0.222;0.000;242.370;1.000;0.000;0.000;0.000
28/12/2006;14:23:00;1.574;0.146;244.720;6.400;0.000;0.000;19.000
28/12/2006;16:03:00;1.484;0.138;242.570;6.000;0.000;1.000;18.000
28/12/2006;17:43:00;3.646;0.690;236.820;15.600;0.000;0.000;17.000
28/12/2006;19:23:00;1.768;0.000;239.330;7.400;0.000;2.000;0.000
28/12/2006;21:03:00;7.906;0.286;235.930;33.600;1.000;73.000;17.000
28/12/2006;22:43:00;3.912;0.236;244.330;16.000;0.000;38.000;0.000
29/12/2006;00:23:00;0.634;0.154;246.940;4.000;0.000;0.000;0.000
29/12/2006;02:03:00;0.718;0.180;249.090;4.400;0.000;2.000;0.000
29/12/2006;03:43:00;2.480;0.152;244.800;10.000;0.000;0.000;0.000
29/12/2006;05:23:00;2.356;0.000;244.370;9.600;0.000;0.000;0.000
29/12/2006;07:03:00;2.296;0.000;241.460;9.400;0.000;0.000;0.000
29/12/2006;08:43:00;3.574;0.122;240.860;14.800;0.000;0.000;18.000
29/12/2006;10:23:00;3.440;0.000;241.640;14.200;0.000;0.000;18.000
29/12/2006;12:03:00;1.388;0.106;241.100;5.800;0.000;0.000;18.000
29/12/2006;13:43:00;1.436;0.146;241.190;6.000;0.000;0.000;17.000
29/12/2006;15:23:00;0.466;0.424;246.050;2.600;0.000;1.000;0.000
29/12/2006;17:03:00;0.286;0.134;236.810;1.400;0.000;0.000;0.000
29/12/2006;18:43:00;3.382;0.088;230.850;14.600;0.000;36.000;0.000
29/12/2006;20:23:00;2.692;0.138;235.070;11.400;1.000;0.000;17.000
29/12/2006;22:03:00;2.310;0.050;234.640;9.800;0.000;3.000;17.000
29/12/2006;23:43:00;0.400;0.294;246.040;2.000;0.000;0.000;0.000
30/12/2006;01:23:00;0.316;0.158;242.480;1.400;0.000;2.000;0.000
30/12/2006;03:03:00;0.406;0.304;246.670;2.000;0.000;0.000;0.000
30/12/2006;04:43:00;0.234;0.056;248.300;1.000;0.000;0.000;0.000
30/12/2006;06:23:00;0.328;0.182;246.700;1.600;0.000;2.000;0.000
30/12/2006;08:03:00;1.026;0.190;243.890;5.200;0.000;0.000;0.000
30/12/2006;09:43:00;2.082;0.000;241.950;8.600;0.000;0.000;18.000
30/12/2006;11:23:00;4.570;0.348;234.670;19.400;0.000;36.000;17.000
30/12/2006;13:03:00;3.754;0.574;238.660;16.400;0.000;19.000;18.000
30/12/2006;14:43:00;1.876;0.374;240.210;7.800;0.000;0.000;17.000
30/12/2006;16:23:00;4.614;0.472;239.640;19.200;0.000;36.000;18.000
30/12/2006;18:03:00;2.646;0.234;234.500;11.200;0.000;0.000;17.000
30/12/2006;19:43:00;2.564;0.400;233.480;11.000;0.000;1.000;16.000
30/12/2006;21:23:00;3.840;0.060;236.970;16.200;37.000;0.000;0.000
30/12/2006;23:03:00;2.200;0.000;238.240;9.200;0.000;0.000;0.000
31/12/2006;00:43:00;0.314;0.160;244.070;1.400;0.000;0.000;0.000
31/12/2006;02:23:00;2.366;0.000;245.130;9.600;0.000;0.000;0.000
31/12/2006;04:03:00;0.216;0.000;244.600;1.000;0.000;0.000;0.000
31/12/2006;05:43:00;1.254;0.078;243.500;6.600;0.000;0.000;0.000
31/12/2006;07:23:00;2.748;0.162;242.320;11.200;0.000;0.000;0.000
31/12/2006;09:03:00;2.274;0.000;240.100;9.400;0.000;0.000;0.000
31/12/2006;10:43:00;3.402;0.102;235.090;14.400;0.000;0.000;17.000
31/12/2006;12:23:00;3.774;0.110;236.600;15.800;0.000;1.000;17.000
31/12/2006;14:03:00;3.472;0.000;239.430;14.400;0.000;0.000;18.000
31/12/2006;15:43:00;2.526;0.160;241.540;10.400;0.000;0.000;0.000
31/12/2006;17:23:00;2.678;0.192;235.980;11.200;0.000;2.000;0.000
31/12/2006;19:03:00;2.354;0.000;235.080;10.000;0.000;0.000;0.000
31/12/2006;20:43:00;2.524;0.196;235.220;10.600;0.000;0.000;0.000
31/12/2006;22:23:00;2.484;0.046;240.430;10.200;0.000;1.000;0.000
1/1/2007;00:03:00;2.550;0.100;241.710;10.400;0.000;0.000;0.000
1/1/2007;01:43:00;2.544;0.120;239.960;10.600;0.000;0.000;0.000
1/1/2007;03:23:00;2.548;0.120;244.560;10.400;0.000;0.000;0.000
1/1/2007;05:03:00;2.442;0.000;244.130;10.000;0.000;0.000;0.000
1/1/2007;06:43:00;2.502;0.132;242.040;10.200;0.000;0.000;0.000
1/1/2007;08:23:00;2.394;0.000;241.750;9.800;0.000;0.000;0.000
1/1/2007;10:03:00;3.500;0.102;239.640;14.600;0.000;1.000;17.000
1/1/2007;11:43:00;2.602;0.120;236.540;11.000;0.000;0.000;0.000
1/1/2007;13:23:00;2.566;0.000;239.670;10.600;0.000;0.000;0.000
1/1/2007;15:03:00;2.686;0.140;240.050;11.200;0.000;1.000;18.000
1/1/2007;16:43:00;1.474;0.000;241.900;6.000;0.000;0.000;18.000
1/1/2007;18:23:00;1.510;0.134;239.240;6.200;0.000;0.000;18.000
1/1/2007;20:03:00;0.434;0.120;236.390;1.800;0.000;1.000;0.000
1/1/2007;21:43:00;0.460;0.138;238.220;2.000;0.000;0.000;0.000
1/1/2007;23:23:00;0.380;0.000;245.120;1.600;0.000;0.000;0.000
2/1/2007;01:03:00;0.378;0.000;244.140;1.600;0.000;0.000;0.000
2/1/2007;02:43:00;0.480;0.178;245.590;2.000;0.000;0.000;0.000
2/1/2007;04:23:00;0.380;0.000;244.430;1.600;0.000;0.000;0.000
2/1/2007;06:03:00;0.460;0.138;244.070;2.000;0.000;0.000;0.000
2/1/2007;07:43:00;0.462;0.146;240.260;2.000;0.000;0.000;0.000
2/1/2007;09:23:00;0.368;0.000;241.240;1.400;0.000;0.000;0.000
2/1/2007;11:03:00;0.474;0.146;239.930;2.000;0.000;0.000;0.000
2/1/2007;12:43:00;0.368;0.000;242.040;1.400;0.000;0.000;0.000
2/1/2007;14:23:00;0.394;0.048;247.890;1.600;0.000;0.000;0.000
2/1/2007;16:03:00;0.398;0.174;244.570;1.800;0.000;0.000;0.000
2/1/2007;17:43:00;2.132;0.054;237.570;9.000;0.000;0.000;18.000
2/1/2007;19:23:00;1.348;0.124;238.050;5.600;0.000;0.000;18.000
2/1/2007;21:03:00;2.638;0.172;238.830;11.000;0.000;0.000;18.000
2/1/2007;22:43:00;0.666;0.272;244.440;3.000;0.000;1.000;0.000
3/1/2007;00:23:00;0.436;0.000;246.130;1.800;0.000;0.000;0.000
3/1/2007;02:03:00;0.254;0.058;246.690;1.200;0.000;0.000;0.000
3/1/2007;03:43:00;0.432;0.334;247.050;2.200;0.000;2.000;0.000
3/1/2007;05:23:00;0.294;0.090;243.610;1.400;0.000;0.000;0.000
3/1/2007;07:03:00;0.342;0.176;243.370;1.600;0.000;0.000;0.000
3/1/2007;08:43:00;0.320;0.166;243.200;1.400;0.000;1.000;0.000
3/1/2007;10:23:00;0.800;0.102;240.560;3.600;0.000;0.000;0.000
3/1/2007;12:03:00;1.590;0.182;242.430;6.600;0.000;0.000;18.000
3/1/2007;13:43:00;1.410;0.170;242.200;5.800;0.000;2.000;18.000
3/1/2007;15:23:00;0.358;0.214;245.470;1.600;0.000;0.000;0.000
3/1/2007;17:03:00;0.250;0.046;239.940;1.000;0.000;0.000;0.000
3/1/2007;18:43:00;0.328;0.186;243.230;1.600;0.000;1.000;0.000
3/1/2007;20:23:00;0.344;0.196;242.890;1.600;0.000;0.000;0.000
3/1/2007;22:03:00;0.710;0.000;241.230;3.000;0.000;0.000;0.000
3/1/2007;23:43:00;0.910;0.260;247.230;3.800;0.000;1.000;0.000
4/1/2007;01:23:00;4.516;0.000;237.470;19.000;38.000;0.000;0.000
4/1/2007;03:03:00;2.354;0.000;243.590;9.600;0.000;0.000;0.000
4/1/2007;04:43:00;2.296;0.000;239.140;9.600;0.000;0.000;0.000
4/1/2007;06:23:00;2.354;0.112;239.580;9.800;0.000;0.000;0.000
4/1/2007;08:03:00;2.318;0.124;236.630;9.800;0.000;0.000;0.000
4/1/2007;09:43:00;2.260;0.000;237.980;9.400;0.000;0.000;17.000
4/1/2007;11:23:00;1.948;0.000;239.870;8.200;0.000;0.000;18.000
4/1/2007;13:03:00;2.568;0.182;240.670;11.200;0.000;19.000;18.000
4/1/2007;14:43:00;1.452;0.000;242.440;6.000;0.000;0.000;18.000
4/1/2007;16:23:00;4.066;0.422;239.150;17.000;0.000;37.000;18.000
4/1/2007;18:03:00;2.582;0.000;237.050;10.800;0.000;1.000;18.000
4/1/2007;19:43:00;3.486;0.152;235.690;15.400;0.000;0.000;17.000
4/1/2007;21:23:00;0.404;0.158;238.470;1.800;0.000;0.000;0.000
4/1/2007;23:03:00;0.450;0.248;245.100;2.200;0.000;1.000;0.000
5/1/2007;00:43:00;1.722;0.172;243.490;7.200;0.000;0.000;18.000
5/1/2007;02:23:00;2.346;0.000;243.310;9.600;0.000;0.000;0.000
5/1/2007;04:03:00;2.422;0.158;242.350;10.000;0.000;0.000;0.000
5/1/2007;05:43:00;2.366;0.134;240.030;9.800;0.000;1.000;0.000
5/1/2007;07:23:00;2.286;0.000;240.050;9.400;0.000;0.000;0.000
5/1/2007;09:03:00;2.340;0.110;239.340;9.800;0.000;0.000;0.000
5/1/2007;10:43:00;2.240;0.000;237.870;9.400;0.000;0.000;0.000
5/1/2007;12:23:00;0.476;0.260;240.590;2.400;0.000;0.000;0.000
5/1/2007;14:03:00;0.272;0.076;245.000;1.200;0.000;0.000;0.000
5/1/2007;15:43:00;0.566;0.298;245.180;2.600;0.000;0.000;0.000
5/1/2007;17:23:00;2.054;0.130;238.470;8.600;0.000;1.000;17.000
5/1/2007;19:03:00;2.752;0.228;235.490;11.600;0.000;0.000;17.000
5/1/2007;20:43:00;5.320;0.110;235.120;22.600;37.000;0.000;17.000
5/1/2007;22:23:00;2.100;0.160;240.760;8.800;0.000;0.000;18.000
6/1/2007;00:03:00;1.716;0.126;241.710;7.000;0.000;0.000;18.000
6/1/2007;01:43:00;0.342;0.174;241.390;1.600;0.000;0.000;0.000
6/1/2007;03:23:00;0.328;0.166;245.410;1.600;0.000;0.000;0.000
6/1/2007;05:03:00;0.426;0.300;241.810;2.200;0.000;1.000;0.000
6/1/2007;06:43:00;0.244;0.000;241.590;1.000;0.000;0.000;0.000
6/1/2007;08:23:00;0.334;0.162;239.520;1.600;0.000;0.000;0.000
6/1/2007;10:03:00;1.684;0.122;237.960;7.000;0.000;1.000;0.000
6/1/2007;11:43:00;2.794;0.130;233.220;12.000;0.000;0.000;17.000
6/1/2007;13:23:00;1.562;0.000;237.180;6.800;0.000;0.000;17.000
6/1/2007;15:03:00;1.976;0.130;239.930;8.200;0.000;0.000;17.000
6/1/2007;16:43:00;0.864;0.112;236.040;3.800;0.000;1.000;0.000
6/1/2007;18:23:00;0.898;0.138;236.780;3.800;0.000;0.000;0.000
6/1/2007;20:03:00;1.328;0.106;236.590;5.800;0.000;0.000;0.000
6/1/2007;21:43:00;1.064;0.292;241.110;4.800;0.000;1.000;0.000
6/1/2007;23:23:00;0.330;0.132;241.360;1.400;0.000;0.000;0.000
7/1/2007;01:03:00;0.244;0.000;242.430;1.000;0.000;0.000;0.000
7/1/2007;02:43:00;0.430;0.326;247.670;2.200;0.000;0.000;0.000
7/1/2007;04:23:00;0.256;0.070;247.840;1.200;0.000;0.000;0.000
7/1/2007;06:03:00;0.366;0.210;246.970;1.800;0.000;0.000;0.000
7/1/2007;07:43:00;0.320;0.146;242.610;1.400;0.000;0.000;0.000
7/1/2007;09:23:00;0.332;0.180;244.660;1.600;0.000;2.000;0.000
7/1/2007;11:03:00;1.418;0.164;239.240;6.000;0.000;0.000;18.000
7/1/2007;12:43:00;0.334;0.000;238.780;1.600;0.000;0.000;0.000
7/1/2007;14:23:00;3.896;0.142;240.870;16.200;0.000;39.000;18.000
7/1/2007;16:03:00;1.772;0.230;243.210;7.400;0.000;2.000;18.000
7/1/2007;17:43:00;2.280;0.082;233.590;9.600;0.000;0.000;17.000
7/1/2007;19:23:00;2.818;0.256;233.770;12.200;0.000;0.000;17.000
7/1/2007;21:03:00;2.624;0.370;237.270;11.200;1.000;2.000;17.000
7/1/2007;22:43:00;1.604;0.000;243.290;6.600;0.000;0.000;18.000
8/1/2007;00:23:00;1.388;0.136;241.770;5.600;0.000;0.000;17.000
8/1/2007;02:03:00;1.436;0.222;240.300;6.000;0.000;1.000;17.000
8/1/2007;03:43:00;1.410;0.140;241.760;5.800;0.000;0.000;18.000
8/1/2007;05:23:00;1.266;0.000;239.360;5.200;0.000;0.000;18.000
8/1/2007;07:03:00;0.630;0.300;242.820;2.800;0.000;1.000;0.000
8/1/2007;08:43:00;2.068;0.000;237.880;8.600;0.000;0.000;18.000
8/1/2007;10:23:00;1.364;0.146;238.220;5.600;0.000;0.000;17.000
8/1/2007;12:03:00;0.354;0.150;239.310;1.600;0.000;2.000;0.000
8/1/2007;13:43:00;0.764;0.236;236.800;3.400;0.000;0.000;0.000
8/1/2007;15:23:00;1.838;0.000;243.240;7.600;0.000;0.000;19.000
8/1/2007;17:03:00;1.576;0.166;242.260;6.400;0.000;0.000;18.000
8/1/2007;18:43:00;3.168;0.264;235.780;13.400;0.000;0.000;17.000
8/1/2007;20:23:00;3.730;0.296;236.290;15.800;0.000;0.000;17.000
8/1/2007;22:03:00;1.218;0.116;236.930;5.200;0.000;0.000;0.000
8/1/2007;23:43:00;0.264;0.094;245.390;1.200;0.000;0.000;0.000
9/1/2007;01:23:00;0.400;0.284;242.320;2.000;0.000;2.000;0.000
9/1/2007;03:03:00;0.220;0.000;244.590;1.000;0.000;0.000;0.000
9/1/2007;04:43:00;0.212;0.000;240.800;1.000;0.000;0.000;0.000
