Date,Global_active_power_mean,Global_active_power_sum,Global_active_power_min,Global_active_power_max,Global_active_power_std,Global_reactive_power_mean,Global_reactive_power_sum,Voltage_mean,Voltage_min,Voltage_max,Voltage_std,Global_intensity_mean,Global_intensity_max,Sub_metering_1_sum,Sub_metering_1_mean,Sub_metering_1_max,Sub_metering_2_sum,Sub_metering_2_mean,Sub_metering_2_max,Sub_metering_3_sum,Sub_metering_3_mean,Sub_metering_3_max,Sub_metering_4_sum,Sub_metering_4_mean,Sub_metering_4_max,Total_Sub_metering_sum,Total_Sub_metering_mean,Energy_per_minute_sum,Daily_Energy_kWh
2007-01-17,1.4449958333333333,693.598,0.206,4.766,1.0401481506727521,0.12184583333333333,58.486,241.31031249999998,233.12,247.78,2.7142771265433234,6.0495833333333335,20.2,0.0,0.0,0.0,211.0,0.4395833333333333,4.0,4114.0,8.570833333333333,19.0,7234.966666666666,15.07284722222222,79.43333333333334,11559.966666666667,24.08326388888889,11.559966666666648,11.559966666666648
2007-01-18,1.2389617021276595,873.468,0.212,5.028,1.0657350642745933,0.1245304964539007,87.794,240.95272340425532,233.04,246.3,2.706088088549289,5.235460992907801,21.4,0.0,0.0,0.0,166.0,0.23546099290780143,2.0,6475.0,9.184397163120567,19.0,7916.8,11.229503546099291,66.8,14557.8,20.64936170212766,14.557799999999974,14.557799999999974
2007-01-19,0.7954363929146538,493.966,0.202,4.102,0.7438269382677496,0.12627697262479873,78.418,240.7274074074074,233.68,247.13,2.914829914233888,3.4067632850241543,17.6,0.0,0.0,0.0,136.0,0.21900161030595813,2.0,1815.0,2.922705314009662,19.0,6281.766666666666,10.115566290928609,51.36666666666666,8232.766666666666,13.25727321524423,8.232766666666643,8.232766666666643
2007-01-20,1.6622478632478632,777.932,0.218,4.072,1.0476781499506782,0.1241068376068376,58.082,239.68416666666667,230.23,246.86,3.1104028585030457,7.147435897435898,17.6,0.0,0.0,0.0,172.0,0.36752136752136755,4.0,2533.0,5.412393162393163,18.0,10260.533333333333,21.924216524216522,66.33333333333333,12965.533333333333,27.704131054131054,12.965533333333315,12.965533333333315
2007-01-21,1.5120752475247523,763.598,0.206,4.056,0.9820606222403722,0.12025346534653465,60.728,240.7937425742574,232.06,246.17,2.7663481696101173,6.512079207920792,17.0,0.0,0.0,0.0,202.0,0.4,4.0,2884.0,5.710891089108911,19.0,9640.633333333333,19.09036303630363,67.6,12726.633333333333,25.20125412541254,12.726633333333314,12.726633333333314
2007-01-22,1.2525940902021773,805.418,0.212,4.908,0.8897668575741035,0.11074650077760496,71.21,242.16178849144634,232.37,247.71,3.1050549288149223,5.232970451010886,21.2,0.0,0.0,0.0,189.0,0.2939346811819596,4.0,4588.0,7.135303265940902,19.0,8646.633333333333,13.447330222913427,81.8,13423.633333333333,20.87656817003629,13.42363333333331,13.42363333333331
2007-01-23,1.1518503597122303,800.5360000000001,0.202,4.996,1.1600881813580068,0.08889496402877699,61.782000000000004,242.83164028776977,234.39,248.75,2.5813392995408773,4.920575539568346,21.0,0.0,0.0,0.0,175.0,0.2517985611510791,4.0,2340.0,3.366906474820144,19.0,10827.266666666666,15.578800959232614,83.26666666666667,13342.266666666666,19.197505995203837,13.34226666666664,13.34226666666664
2007-01-24,1.9059892280071813,1061.636,0.214,5.054,1.0220392613213625,0.11946140035906644,66.54,241.68800718132854,232.74,246.88,3.1470242561843897,8.018312387791742,21.2,0.0,0.0,0.0,116.0,0.20825852782764812,3.0,3372.0,6.053859964093357,19.0,14205.933333333332,25.504368641532015,78.2,17693.933333333334,31.766487133453023,17.693933333333312,17.693933333333312
2007-01-25,0.9776645768025078,623.75,0.208,3.584,0.8276917765409948,0.10366457680250785,66.138,243.92550156739813,235.95,250.89,2.929721293825602,4.07742946708464,15.0,0.0,0.0,0.0,108.0,0.16927899686520376,2.0,4464.0,6.996865203761756,19.0,5823.833333333333,9.12826541274817,42.03333333333333,10395.833333333334,16.29440961337513,10.39583333333331,10.39583333333331
2007-01-26,1.0444851330203444,667.426,0.212,5.024,0.854477058366065,0.09647261345852895,61.646,242.78322378716746,236.22,249.52,3.014041475699797,4.392801251956182,20.8,0.0,0.0,0.0,105.0,0.1643192488262911,2.0,3575.0,5.594679186228482,19.0,7443.766666666666,11.649087115284297,66.73333333333333,11123.766666666666,17.40808555033907,11.123766666666643,11.123766666666643
2007-01-27,1.1775903225806452,730.106,0.214,4.344,0.8013967491213818,0.10192580645161291,63.194,241.70380645161288,234.41,247.49,3.371597900387368,4.942903225806451,18.2,0.0,0.0,0.0,220.0,0.3548387096774194,4.0,4759.0,7.675806451612903,19.0,7189.433333333333,11.595860215053763,62.46666666666667,12168.433333333332,19.626505376344085,12.16843333333331,12.16843333333331
2007-01-28,1.7011266540642722,899.896,0.224,4.698,1.0314590068403124,0.08737240075614366,46.22,241.03468809073726,233.46,248.61,3.587902224715607,7.272589792060491,19.8,0.0,0.0,0.0,202.0,0.3818525519848771,4.0,3183.0,6.017013232514178,19.0,11613.266666666666,21.95324511657215,61.3,14998.266666666666,28.352110901071203,14.998266666666646,14.998266666666646
2007-01-29,1.2641773700305812,826.772,0.222,4.336,0.819038254425873,0.11409480122324159,74.618,241.30192660550458,232.01,249.51,4.10660860821522,5.31039755351682,17.8,0.0,0.0,0.0,136.0,0.20795107033639143,2.0,7133.0,10.906727828746178,19.0,6510.533333333334,9.954943934760449,72.26666666666667,13779.533333333333,21.069622833843017,13.779533333333308,13.779533333333308
2007-01-30,0.9487878787878787,594.89,0.228,4.496,0.8665324813269809,0.12461562998405104,78.134,242.30531100478467,233.92,248.29,2.8962616133274492,4.028389154704945,19.8,0.0,0.0,0.0,151.0,0.24082934609250398,4.0,3277.0,5.226475279106858,19.0,6486.833333333333,10.34582668793195,56.93333333333334,9914.833333333334,15.813131313131315,9.914833333333311,9.914833333333311
2007-01-31,1.340707438016529,811.128,0.226,4.78,1.0103987223730349,0.10217190082644628,61.814,240.21510743801656,231.92,246.5,3.2456385707307733,5.645289256198347,20.4,0.0,0.0,0.0,227.0,0.3752066115702479,4.0,5706.0,9.431404958677685,19.0,7585.8,12.538512396694216,65.73333333333332,13518.8,22.345123966942147,13.518799999999978,13.518799999999978
2007-02-01,1.1013815384615384,715.898,0.222,4.684,0.9544504040402877,0.0982246153846154,63.846000000000004,240.7226923076923,233.69,245.36,2.4669697163939452,4.6212307692307695,19.8,0.0,0.0,0.0,162.0,0.24923076923076923,2.0,5380.0,8.276923076923078,19.0,6389.633333333333,9.830205128205128,61.06666666666666,11931.633333333333,18.356358974358976,11.93163333333331,11.93163333333331
2007-02-02,1.1663696275071633,814.126,0.22,4.318,0.9762367682065796,0.09913467048710602,69.196,240.3129369627507,234.59,246.57,2.367115297972857,4.906017191977077,18.0,0.0,0.0,0.0,169.0,0.24212034383954154,2.0,5629.0,8.064469914040115,18.0,7770.766666666666,11.132903533906399,54.96666666666667,13568.766666666666,19.439493791786056,13.56876666666664,13.56876666666664
2007-02-03,2.363415162454874,1309.332,0.236,4.688,0.8867061694524804,0.1251480144404332,69.332,239.4595848375451,232.41,245.4,2.2312869827703405,9.924548736462093,20.4,0.0,0.0,0.0,204.0,0.36823104693140796,4.0,6018.0,10.862815884476534,19.0,15600.2,28.159205776173287,61.13333333333334,21822.2,39.390252707581226,21.82219999999998,21.82219999999998
2007-02-04,2.137843416370107,1201.468,0.22,5.046,0.926603221343992,0.11069750889679716,62.212,239.82862989323843,232.03,246.51,2.958243156974927,9.037722419928825,21.0,0.0,0.0,0.0,208.0,0.3701067615658363,4.0,5219.0,9.286476868327401,19.0,14597.466666666667,25.974139976275207,68.86666666666666,20024.466666666667,35.630723606168445,20.024466666666644,20.024466666666644
2007-02-05,0.9418246153846155,612.186,0.23,4.822,0.6898356652143883,0.09964615384615384,64.77,241.00113846153846,234.54,245.58,2.5026146442951616,3.976923076923077,20.2,0.0,0.0,0.0,253.0,0.3892307692307692,4.0,2991.0,4.601538461538461,19.0,6959.1,10.706307692307693,80.36666666666666,10203.1,15.697076923076924,10.203099999999974,10.203099999999974
2007-02-06,0.8501932515337424,554.326,0.214,3.754,0.7166119505247454,0.09817177914110428,64.008,241.5210736196319,235.42,248.84,2.439442234500087,3.6297546012269937,16.0,0.0,0.0,0.0,201.0,0.30828220858895705,2.0,1996.0,3.061349693251534,19.0,7041.766666666666,10.800255623721881,46.93333333333333,9238.766666666666,14.169887525562372,9.238766666666644,9.238766666666644
2007-02-07,1.3189541984732824,691.132,0.218,4.044,0.9421359757227094,0.11875954198473282,62.23,241.42919847328244,232.91,248.28,3.229811561303192,5.53587786259542,16.8,0.0,0.0,0.0,146.0,0.2786259541984733,4.0,4068.0,7.763358778625954,20.0,7304.866666666667,13.94058524173028,49.39999999999999,11518.866666666667,21.982569974554707,11.518866666666646,11.518866666666646
2007-02-08,0.9979178981937602,607.732,0.218,4.258,0.7433225816248755,0.09627257799671593,58.63,242.2605582922824,234.31,248.12,2.719081213999223,4.179967159277504,17.6,0.0,0.0,0.0,176.0,0.2889983579638752,2.0,4397.0,7.220032840722496,19.0,5555.866666666667,9.122933771209633,69.96666666666667,10128.866666666667,16.631964969896003,10.128866666666644,10.128866666666644
2007-02-09,0.9412041116005875,640.96,0.218,4.226,0.7312920924320583,0.10884581497797356,74.124,241.8812334801762,234.57,248.37,2.8652306559129532,3.956240822320117,17.6,0.0,0.0,0.0,215.0,0.315712187958884,4.0,4430.0,6.505139500734215,19.0,6037.666666666667,8.865883504650025,50.7,10682.666666666666,15.686735193343122,10.682666666666641,10.682666666666641
2007-02-10,1.5213977272727273,803.298,0.254,4.82,1.1949728002408706,0.1257348484848485,66.388,240.75151515151515,233.25,245.84,2.8930623643766005,6.406818181818182,20.4,0.0,0.0,0.0,285.0,0.5397727272727273,4.0,5002.0,9.473484848484848,19.0,8101.3,15.343371212121212,63.33333333333333,13388.3,25.356628787878787,13.388299999999981,13.388299999999981
2007-02-11,2.2771932773109245,1354.93,0.252,4.752,0.9940661224722355,0.12201008403361345,72.596,239.41593277310926,228.51,245.73,2.9499344161262306,9.70252100840336,20.6,0.0,0.0,0.0,215.0,0.36134453781512604,2.0,4644.0,7.8050420168067225,19.0,17723.166666666668,29.78683473389356,78.2,22582.166666666668,37.95322128851541,22.582166666666645,22.582166666666645
2007-02-12,1.0512118959107808,565.552,0.222,4.71,0.756056693710223,0.09349814126394052,50.302,240.52382899628253,232.48,247.2,2.86202436210595,4.4434944237918215,20.4,0.0,0.0,0.0,159.0,0.2955390334572491,2.0,3953.0,7.347583643122676,19.0,5313.866666666667,9.877075588599752,76.06666666666666,9425.866666666667,17.52019826517968,9.425866666666646,9.425866666666646
2007-02-13,0.9007246376811595,559.35,0.214,3.316,0.7171468985175187,0.09542351046698873,59.258,241.18946859903383,232.91,247.28,2.8143523648055333,3.7916264090177134,14.0,0.0,0.0,0.0,193.0,0.3107890499194847,4.0,2903.0,4.674718196457327,19.0,6226.5,10.026570048309178,52.93333333333333,9322.5,15.01207729468599,9.322499999999978,9.322499999999978
2007-02-14,1.183549295774648,588.224,0.212,4.42,1.0041424633879084,0.13222132796780683,65.714,241.22225352112676,230.68,247.81,3.210917639682357,4.989537223340041,18.4,0.0,0.0,0.0,223.0,0.448692152917505,4.0,2810.0,5.653923541247485,19.0,6770.733333333334,13.623205902079143,56.66666666666667,9803.733333333334,19.72582159624413,9.803733333333316,9.803733333333316
2007-02-15,1.2056801195814648,806.6,0.246,4.38,0.9332333140653638,0.10062780269058297,67.32000000000001,240.93701046337816,233.61,247.05,2.5513376851023204,5.073542600896861,18.4,0.0,0.0,0.0,222.0,0.33183856502242154,4.0,6306.0,9.426008968609866,19.0,6915.333333333333,10.336821126058794,56.0,13443.333333333334,20.09466865969108,13.443333333333308,13.443333333333308
2007-02-16,1.0905557350565427,675.054,0.252,4.702,0.9733775654048946,0.10247172859450727,63.43,240.6842487883683,230.69,248.16,3.1603094574435526,4.668820678513732,19.8,0.0,0.0,0.0,166.0,0.2681744749596123,3.0,3905.0,6.308562197092084,19.0,7179.9,11.59919224555735,60.36666666666666,11250.9,18.175928917609045,11.250899999999977,11.250899999999977
2007-02-17,1.283761744966443,765.122,0.214,4.342,1.1615525354967662,0.1508724832214765,89.92,239.22278523489933,232.51,247.07,2.7957183278943294,5.45738255033557,18.4,0.0,0.0,0.0,272.0,0.4563758389261745,4.0,2525.0,4.2365771812080535,19.0,9955.033333333333,16.70307606263982,72.36666666666666,12752.033333333333,21.39602908277405,12.75203333333331,12.75203333333331
2007-02-18,1.8771220657276995,799.654,0.228,4.616,1.2415726987338964,0.15966666666666668,68.018,240.58136150234742,234.51,246.08,2.2675021812447977,7.881220657276995,20.2,0.0,0.0,0.0,285.0,0.6690140845070423,4.0,2663.0,6.251173708920188,18.0,10379.566666666668,24.365179968701096,76.93333333333334,13327.566666666666,31.285367762128324,13.327566666666652,13.327566666666652
2007-02-19,1.1720163666121113,716.102,0.22,3.82,0.9335006878186672,0.12566284779050738,76.78,240.49091653027824,230.96,246.47,3.242567664711785,4.945662847790508,16.2,0.0,0.0,0.0,274.0,0.44844517184942717,4.0,5029.0,8.23076923076923,18.0,6632.033333333334,10.854391707583197,63.666666666666664,11935.033333333333,19.533606110201855,11.93503333333331,11.93503333333331
2007-02-20,1.9991285988483687,1041.546,0.25,5.064,1.0825360327844464,0.11813435700575817,61.548,240.24719769673703,231.9,245.05,2.4298369321026767,8.340115163147793,21.4,0.0,0.0,0.0,178.0,0.3416506717850288,4.0,3264.0,6.264875239923224,19.0,13917.1,26.71228406909789,67.4,17359.1,33.31880998080614,17.35909999999998,17.35909999999998
2007-02-21,1.0443374777975134,587.962,0.21,4.57,0.7721428102093809,0.11058614564831261,62.26,240.79904085257547,234.65,245.64,2.302181806739372,4.408880994671403,19.0,0.0,0.0,0.0,201.0,0.35701598579040855,4.0,3975.0,7.060390763765541,19.0,5623.366666666667,9.988217880402605,58.16666666666667,9799.366666666667,17.405624629958556,9.799366666666646,9.799366666666646
2007-02-22,1.9693980891719745,1236.782,0.256,4.902,1.1751006068284495,0.09246815286624203,58.07,239.25382165605095,229.63,244.6,2.825051305239171,8.244585987261146,21.4,0.0,0.0,0.0,179.0,0.28503184713375795,4.0,4497.0,7.160828025477707,18.0,15937.033333333333,25.37744161358811,65.7,20613.033333333333,32.823301486199576,20.61303333333331,20.61303333333331
2007-02-23,0.9006732673267326,636.776,0.206,5.01,0.6948962214126961,0.09984724186704384,70.592,240.71942008486565,232.82,245.79,1.854142617858212,3.777086280056577,21.4,0.0,0.0,0.0,257.0,0.3635077793493635,4.0,5292.0,7.485148514851486,19.0,5063.933333333333,7.162564827911362,82.5,10612.933333333332,15.01122112211221,10.612933333333308,10.612933333333308
2007-02-24,0.5076036036036037,338.064,0.204,2.464,0.5487826683393902,0.08414114114114114,56.038,239.92355855855854,233.02,245.54,2.329926219818796,2.1303303303303305,10.2,0.0,0.0,0.0,173.0,0.25975975975975973,2.0,1715.0,2.575075075075075,19.0,3746.4,5.6252252252252255,24.06666666666667,5634.4,8.46006006006006,5.634399999999976,5.634399999999976
