Year_Month,Global_active_power_mean,Global_active_power_sum,Global_active_power_std,Voltage_mean,Global_intensity_mean,Sub_metering_1_sum,Sub_metering_1_mean,Sub_metering_2_sum,Sub_metering_2_mean,Sub_metering_3_sum,Sub_metering_3_mean,Sub_metering_4_sum,Sub_metering_4_mean,Total_Sub_metering_sum,Total_Sub_metering_mean,Energy_per_minute_sum
2007-12,1.3061484782608697,24033.132,0.9838448152467574,242.14904293478259,5.4615,0.0,0.0,4525.0,0.24592391304347827,130649.0,7.100489130434783,265378.2,14.422728260869565,400552.2,21.769141304347826,400.55219999999935
2008-01,1.2156874574495942,23213.552,0.9128756103087752,241.04269861220214,5.140518460329929,0.0,0.0,4929.0,0.2581304006284368,121859.0,6.381722964126735,260104.53333333333,13.62160425940473,386892.5333333333,20.261457624159902,386.8925333333326
2008-02,0.9836539440769358,17694.9508,0.9204412343352598,240.8498507977097,4.132821168491857,0.0,0.0,4374.0,0.24314859080549225,98509.2,5.476079826560675,192032.64666666667,10.675003983916097,294915.8466666667,16.394232401282267,294.915846666666
2008-03,0.9840086095566077,18286.816,0.8149161285316784,241.71358668747308,4.122847610848042,0.0,0.0,7128.5,0.3835826517434352,100003.0,5.381134309083082,197648.76666666666,10.635426531783613,304780.26666666666,16.40014349261013,304.78026666666597
2008-04,0.8788372843089824,16349.01,0.7314313152814018,241.52156318873298,3.689211417513304,0.0,0.0,7144.0,0.38402408213728967,110306.0,5.929473740794496,155033.5,8.333790248884588,272483.5,14.647288071816373,272.4834999999993
2008-05,0.8463223911576981,16309.4788,0.6985466498881533,240.5723384359919,3.6234590835971145,0.0,0.0,7972.8,0.41372009755591305,117252.8,6.08441699963676,146599.04666666666,7.607236088768961,271824.64666666667,14.105373185961636,271.82464666666596
2008-06,0.7658439524533829,13594.496,0.6692175111886978,239.19129457495353,3.327429440594896,0.0,0.0,7567.0,0.42628584305109574,109806.0,6.185905019435525,109202.63333333333,6.15191444613449,226575.63333333333,12.76410530862111,226.5749333333327
2008-07,0.6479088336677471,12593.404,0.5577228622081957,239.8898026101422,2.840462348441975,0.0,0.0,7558.0,0.3888460153315841,91391.0,4.701908730771209,110941.06666666667,5.707725815026325,209890.06666666668,10.798480561129118,209.89006666666597
2008-08,0.25063808094076434,5342.601333333333,0.2907641563025425,240.46518139738538,1.152771001438669,0.0,0.0,6938.333333333333,0.3254988428097829,36055.0,1.6914524300994558,46148.08888888889,2.1649506891015617,89141.42222222222,4.1819019620108,89.04335555555478
2008-09,0.7927657249030001,14506.82,0.7077468829889082,240.3406628777529,3.388207005847314,0.0,0.0,5914.0,0.32318705940215314,111923.0,6.116345155472977,123943.36666666667,6.773231688434705,241780.36666666667,13.212763903309835,241.7803333333327
2008-10,0.9429290039378574,18240.018652173912,0.7816735666562551,240.5667488289819,3.9700140701981517,0.0,0.0,6130.0,0.3168941273779983,113108.10869565218,5.8471933775668,184762.20217391304,9.55139589401949,304000.31086956523,15.71548339896429,304.0003108695645
2008-11,1.1358004101662638,20676.110666666667,0.9007861854747012,240.96083095290413,4.79743279865231,0.0,0.0,5285.0,0.2903208086134915,105375.33333333333,5.78858126419102,233941.51111111112,12.851104763299885,344601.84444444446,18.930006836104397,344.60184444444377
2008-12,1.1182199382244669,21924.938328767123,0.864177957672547,243.30996985281328,4.643419634167557,0.0,0.0,4367.0,0.22272657724282144,127850.0,6.520630387106646,233198.6388127854,11.893642006058315,365415.6388127854,18.63699897040778,365.41563881278466
2009-01,1.0986396479600151,20222.66,0.8457597962710368,244.29438691802034,4.556483946324768,0.0,0.0,4899.0,0.2661487477590047,120711.0,6.557885587004944,211434.33333333334,11.486626464569639,337044.3333333333,18.310660799333586,337.04433333333264
2009-02,1.0411697993888667,18085.119415384615,0.8027347522942633,242.70514689832652,4.327640136660286,0.0,0.0,3812.8518518518517,0.21950787863280666,117747.0,6.778756476683938,179858.80507122507,10.354565634497702,301418.6569230769,17.352829989814445,301.4186569230763
2009-03,1.025850670070198,19290.096,0.7634083858559926,242.55177728142948,4.300014181379848,0.0,0.0,4783.0,0.2543607743033397,127130.66666666667,6.7608310288591085,189587.93333333332,10.082319364674182,321501.6,17.09751116783663,321.5015999999993
2009-04,0.935912833192525,17249.80942857143,0.6842245128280576,241.88085508111334,3.9524093724082876,0.0,0.0,5762.0,0.31262546796158647,121469.0,6.590472573381803,160265.8238095238,8.695449178532028,287496.82380952383,15.59854721987542,287.4968238095231
2009-05,0.8506848707143229,16351.0139,0.6408934629120124,240.39926853441548,3.607674418604651,0.0,0.0,7536.25,0.3920841787628115,127471.8,6.631902606524115,137508.84833333333,7.1540943932851215,272516.8983333333,14.178081178572047,272.5168983333326
2009-06,0.7661901605905276,14602.818270694865,0.6285859647107908,241.06139164296465,3.281197318741025,0.0,0.0,7031.725679758308,0.3689451534581199,128240.68096676738,6.728615403051964,108107.89786505539,5.672275453332042,243380.30451158105,12.769836009842125,243.38030451158036
2009-07,0.5424901941557168,11064.63,0.4899105727161571,242.10357096162647,2.3916339805190563,0.0,0.0,11904.0,0.5836438517356345,78999.0,3.873259462639733,93507.5,4.584599921553246,184410.5,9.041503235928614,184.41049999999925
2009-08,0.5555054106826971,11036.781499443827,0.5153928609084485,241.43614519734587,2.468705391064899,0.0,0.0,10401.0,0.523505133883632,81495.83759733036,4.10186418347747,92049.62072673341,4.633059227236431,183946.45832406377,9.258428544597532,183.94635832406306
2009-09,0.80627643080983,14665.362,0.711095592305107,241.3373736873935,3.450602012205179,0.0,0.0,8230.0,0.4524712738468305,119492.0,6.569465061300786,116701.13333333333,6.416028002272435,244423.13333333333,13.437964337420052,244.4226999999993
2009-10,0.9441158795273659,17951.419333333335,0.8123559901033558,241.17288331404927,3.9652817222397534,0.0,0.0,7444.0,0.3915009992637004,125587.0,6.604975281371621,166159.32222222222,8.738788378154108,299190.3222222222,15.735264658789431,299.19032222222154
2009-11,1.0423996039168226,18948.74,0.7961909316427425,242.332868852459,4.343734184178677,0.0,0.0,5942.0,0.3268786445153482,131432.0,7.2302783584552754,178438.33333333334,9.81616972897642,315812.3333333333,17.373326731947042,315.8123333333327
2009-12,1.1558332456048006,21958.52,0.865407439358096,244.40221040811315,4.783535108958838,0.0,0.0,5033.0,0.2649226234340457,154711.0,8.1435414254132,206231.33333333334,10.85542337789943,365975.3333333333,19.263887426746674,365.9753333333326
2010-01,1.1873805917743743,20853.965333333334,0.8568108532992389,243.83550295128015,4.914648218793296,0.0,0.0,5249.0,0.29886693617263566,155406.16666666666,8.848497788912296,186910.92222222223,10.64231180448797,347566.0888888889,19.7896765295729,347.56608888888826
2010-02,1.1612480128727076,19966.498333333333,0.8087201554297168,242.7130674460083,4.799464929626614,0.0,0.0,5647.0,0.3284285215772944,164522.0,9.568570431545888,162605.97222222222,9.457134594755276,332774.97222222225,19.35413354787846,332.7749722222216
2010-03,0.9626060855116811,18794.883819615574,0.68959148346271,242.2313676194539,4.047751778469554,0.0,0.0,8389.080335140463,0.4296584038484232,132314.0,6.7766453265044815,172544.9833251191,8.837131028175113,313248.0636602596,16.04343475852802,313.2480636602588
2010-04,0.9033962864166535,17272.0336,0.6685785843387143,242.0041278309535,3.771144934358492,0.0,0.0,8386.0,0.43862126680265706,141649.6,7.408839374444271,137831.62666666668,7.209144132363966,287867.2266666667,15.056604773610895,287.86722666666594
2010-05,0.9148670996356725,17326.668,0.6483911110355229,240.59739690585562,3.8573419927134482,0.0,0.0,6089.0,0.32150588732245633,142879.0,7.544168118696869,139809.8,7.382110987908548,288777.8,15.247784993927873,288.7777999999993
2010-06,0.7853621143401086,14025.782,0.6037647501416755,241.08430539223923,3.3702446945517663,0.0,0.0,7618.0,0.4265636373817123,118555.0,6.638389607480822,107590.03333333334,6.02441532747261,233763.03333333333,13.089368572335143,233.7630333333327
2010-07,0.6617808165465863,13502.314,0.5398328596081343,240.60556976915163,2.8772925550164192,0.0,0.0,12013.0,0.5887859628486007,84926.0,4.162427094054796,128099.66666666667,6.278472120113055,225038.66666666666,11.029685177016452,225.03856666666593
2010-08,0.5603626310172142,11637.050758334486,0.455404130098479,241.2027019715211,2.423639374116613,0.0,0.0,8108.481117720294,0.390450287365546,71133.0,3.4252901237540327,114710.36485452115,5.523684925820828,193951.84597224143,9.339425336940407,193.95084597224067
2010-09,0.9270697663068397,17595.784164503817,0.7268744883282211,241.02472947487914,3.9278854559640926,0.0,0.0,8066.0,0.4249736564805058,132820.8322519084,6.99793636732921,152376.23715648855,8.028252747970946,293263.06940839696,15.45116277178066,293.26306940839623
2010-10,0.9706137100994244,18548.428,0.7453401017014655,242.38151753008896,4.066415489272632,0.0,0.0,9890.0,0.5175300889586604,123217.0,6.447776033490319,176033.46666666667,9.21158904587476,309140.4666666667,16.17689516832374,309.14046666666593
2010-11,1.0236431498644474,16236.004,0.7589360952911026,241.16115377340648,4.310144379295126,0.0,0.0,6523.0,0.41126032406531743,96982.0,6.114494672467058,167095.06666666668,10.534964167875083,270600.06666666665,17.060719164407455,270.60006666666607
